Airlines,Altitude (feet),Altitude (meters),Bearing,City,Code,Country,Distance,East,Elev ft.,IATA,Kind,Lat,Lat (DMS),Latitude,Long,Long (DMS),Longitude,Name,Nearby Cities and Towns,North,Pop est,Region,South,Time zone (est),Title,West,What
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1669,,,8.07,,,4.62,,,Opete,,,18808,,,,,,city
,,,,,,Nigeria,,,1072,,,7.98,,,4.18,,,Opete,,,6001,,,,,,city
,,,,,,Nigeria,,,416,,,7.47,,,3.48,,,Opete,,,10250,,,,,,city
,,,,,,Nigeria,,,246,,,7.35,,,2.92,,,Opete,,,10133,,,,,,city
,,,,,,Nigeria,,,830,,,7.73,,,3.43,,,Opipi,,,4906,,,,,,city
,,,,,,Nigeria,,,830,,,7.92,,,3.17,,,Opo Alafara,,,8642,,,,,,city
,,,,,,Nigeria,,,830,,,7.72,,,3.55,,,Opo Ogede,,,9672,,,,,,city
,,,,,,Nigeria,,,830,,,7.67,,,3.55,,,Opo Ogede,,,10907,,,,,,city
,,,,,,Nigeria,,,1669,,,8.05,,,4.32,,,Opo Oshun,,,13363,,,,,,city
,,,,,,Nigeria,,,1669,,,8.05,,,4.32,,,Opo-Awshun,,,13363,,,,,,city
,,,,,,Nigeria,,,830,,,8.03,,,8.10,,,Oponu,,,5654,,,,,,city
,,,,,,Nigeria,,,830,,,7.55,,,3.82,,,Opopa,,,12723,,,,,,city
,,,,,,Nigeria,,,1184,,,8.03,,,5.68,,,Opota Egboro,,,9476,,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1669,,,8.22,,,4.90,,,Ora,,,12069,,,,,,city
,,,,,,Nigeria,,,1049,,,8.43,,,5.03,,,Ora,,,4023,,,,,,city
,,,,,,Nigeria,,,1669,,,8.03,,,6.20,,,Ora,,,4023,,,,,,city
,,,,,,Nigeria,,,1669,,,8.03,,,5.32,,,Ora,,,12221,,,,,,city
,,,,,,Nigeria,,,1981,,,8.03,,,5.05,,,Ora,,,33312,,,,,,city
,,,,,,Nigeria,,,383,,,6.47,,,5.60,,,Ora,,,47258,,,,,,city
,,,,,,Nigeria,,,1669,,,8.08,,,5.33,,,Ora Aiyegbaju,,,12069,,,,,,city
,,,,,,Nigeria,,,1669,,,8.03,,,4.38,,,Ora Bale,,,14006,,,,,,city
,,,,,,Nigeria,,,830,,,7.20,,,4.22,,,Oran,,,8462,,,,,,city
,,,,,,Nigeria,,,1669,,,7.92,,,4.92,,,Orangun,,,6295,,,,,,city
,,,,,,Nigeria,,,830,,,7.23,,,4.18,,,Oranran Market,,,8767,,,,,,city
,,,,,,Nigeria,,,830,,,7.45,,,3.27,,,Orati,,,52421,,,,,,city
,,,,,,Nigeria,,,1213,,,8.38,,,4.98,,,Ore,,,5017,,,,,,city
,,,,,,Nigeria,,,1213,,,7.97,,,4.57,,,Ore,,,38595,,,,,,city
,,,,,,Nigeria,,,830,,,8.22,,,6.80,,,Orei,,,7159,,,,,,city
,,,,,,Nigeria,,,1003,,,8.42,,,4.25,,,Oreigba,,,6548,,,,,,city
,,,,,,Nigeria,,,830,,,8.52,,,5.18,,,Oreke,,,4023,,,,,,city
,,,,,,Nigeria,,,203,,,6.77,,,3.48,,,Oresanya,,,12942,,,,,,city
,,,,,,Nigeria,,,1223,,,8.13,,,4.47,,,Ori Eran,,,12434,,,,,,city
,,,,,,Nigeria,,,1108,,,8.80,,,4.25,,,Ori Oke,,,4321,,,,,,city
,,,,,,Nigeria,,,1007,,,8.48,,,4.28,,,Ori Oke,,,6477,,,,,,city
,,,,,,Nigeria,,,830,,,7.40,,,4.30,,,Ori Oke,,,56575,,,,,,city
,,,,,,Nigeria,,,246,,,7.12,,,3.25,,,Ori Okuta,,,72857,,,,,,city
,,,,,,Nigeria,,,830,,,6.42,,,5.68,,,Oria,,,150990,,,,,,city
,,,,,,Nigeria,,,830,,,7.92,,,3.77,,,Orianago,,,12485,,,,,,city
,,,,,,Nigeria,,,127,,,6.60,,,3.80,,,Oriba,,,7761,,,,,,city
,,,,,,Nigeria,,,160,,,6.30,,,4.78,,,Oribero,,,22201,,,,,,city
,,,,,,Nigeria,,,1007,,,8.08,,,3.83,,,Oridokun,,,13112,,,,,,city
,,,,,,Nigeria,,,124,,,6.27,,,4.90,,,Orieran,,,22201,,,,,,city
,,,,,,Nigeria,,,994,,,8.07,,,3.83,,,Origbendele,,,13112,,,,,,city
,,,,,,Nigeria,,,830,,,7.30,,,4.02,,,Origbo,,,32589,,,,,,city
,,,,,,Nigeria,,,830,,,7.22,,,4.37,,,Origbo,,,13733,,,,,,city
,,,,,,Nigeria,,,1669,,,7.98,,,4.35,,,Origi,,,12472,,,,,,city
,,,,,,Nigeria,,,830,,,7.48,,,3.15,,,Origi,,,7486,,,,,,city
,,,,,,Nigeria,,,892,,,7.72,,,4.35,,,Origo,,,18373,,,,,,city
,,,,,,Nigeria,,,830,,,7.30,,,3.72,,,Orija,,,10337,,,,,,city
,,,,,,Nigeria,,,144,,,6.63,,,3.30,,,Orile,,,1033339,,,,,,city
,,,,,,Nigeria,,,830,,,7.38,,,3.67,,,Orile Ilugun,,,7129,,,,,,city
,,,,,,Nigeria,,,830,,,7.25,,,4.33,,,Orile Owu,,,9937,,,,,,city
,,,,,,Nigeria,,,830,,,7.15,,,3.45,,,Oriletoko,,,53575,,,,,,city
,,,,,,Nigeria,,,242,,,6.97,,,3.08,,,Orimoloye,,,12722,,,,,,city
,,,,,,Nigeria,,,830,,,7.57,,,4.03,,,Orioke,,,12388,,,,,,city
,,,,,,Nigeria,,,0,,,6.18,,,4.68,,,Orioke Iwamimo,,,9540,,,,,,city
,,,,,,Nigeria,,,830,,,7.30,,,4.42,,,Oriokuta,,,16069,,,,,,city
,,,,,,Nigeria,,,830,,,7.42,,,4.40,,,Orisa,,,15722,,,,,,city
,,,,,,Nigeria,,,216,,,7.12,,,2.77,,,Orisada,,,10546,,,,,,city
,,,,,,Nigeria,,,118,,,6.63,,,2.83,,,Orisada,,,41124,,,,,,city
,,,,,,Nigeria,,,134,,,6.58,,,3.93,,,Orisha,,,44198,,,,,,city
,,,,,,Nigeria,,,216,,,7.12,,,2.77,,,Orishada,,,10546,,,,,,city
,,,,,,Nigeria,,,118,,,6.63,,,2.83,,,Orishada,,,41124,,,,,,city
,,,,,,Nigeria,,,1003,,,7.35,,,4.93,,,Orisumbare,,,17971,,,,,,city
,,,,,,Nigeria,,,830,,,7.27,,,4.25,,,Orisumbare,,,6746,,,,,,city
,,,,,,Nigeria,,,1669,,,8.68,,,4.00,,,Orisunmbare,,,5364,,,,,,city
,,,,,,Nigeria,,,830,,,7.50,,,3.47,,,Orisunmbare,,,11175,,,,,,city
,,,,,,Nigeria,,,997,,,7.98,,,3.80,,,Orita,,,13112,,,,,,city
,,,,,,Nigeria,,,830,,,7.55,,,3.43,,,Orita Eruwa,,,11175,,,,,,city
,,,,,,Nigeria,,,830,,,8.12,,,9.08,,,Orkaa,,,5811,,,,,,city
,,,,,,Nigeria,,,830,,,8.15,,,9.10,,,Orngwuga,,,5811,,,,,,city
,,,,,,Nigeria,,,1669,,,8.22,,,4.90,,,Oro,,,12069,,,,,,city
,,,,,,Nigeria,,,830,,,7.50,,,4.20,,,Oro,,,21490,,,,,,city
,,,,,,Nigeria,,,1010,,,8.33,,,5.23,,,Oro Ago,,,4256,,,,,,city
,,,,,,Nigeria,,,1010,,,8.33,,,5.23,,,Oro Agor,,,4256,,,,,,city
,,,,,,Nigeria,,,121,,,6.97,,,2.87,,,Orobiyi,,,10281,,,,,,city
,,,,,,Nigeria,,,830,,,5.62,,,7.03,,,Orodo,,,93886,,,,,,city
,,,,,,Nigeria,,,141,,,6.25,,,5.40,,,Orogho,,,4172,,,,,,city
,,,,,,Nigeria,,,141,,,6.25,,,5.40,,,Oroghon,,,4172,,,,,,city
,,,,,,Nigeria,,,830,,,9.07,,,4.83,,,Orogun,,,4322,,,,,,city
,,,,,,Nigeria,,,1161,,,8.15,,,4.28,,,Orogun,,,140854,,,,,,city
,,,,,,Nigeria,,,118,,,6.43,,,3.42,,,Oroke,,,162891,,,,,,city
,,,,,,Nigeria,,,984,,,8.17,,,5.95,,,Orokere,,,5960,,,,,,city
,,,,,,Nigeria,,,1036,,,7.82,,,4.35,,,Oroko,,,45487,,,,,,city
,,,,,,Nigeria,,,1062,,,8.02,,,3.92,,,Orokoroko,,,13112,,,,,,city
,,,,,,Nigeria,,,223,,,7.03,,,3.37,,,Orokuta,,,12367,,,,,,city
,,,,,,Nigeria,,,1669,,,8.00,,,4.43,,,Orolu,,,14006,,,,,,city
,,,,,,Nigeria,,,1669,,,7.90,,,4.68,,,Ororuwo,,,232613,,,,,,city
,,,,,,Nigeria,,,216,,,6.32,,,5.52,,,Orovie,,,47866,,,,,,city
,,,,,,Nigeria,,,830,,,7.27,,,4.18,,,Orowe,,,5818,,,,,,city
,,,,,,Nigeria,,,839,,,7.82,,,3.82,,,Orowole,,,15874,,,,,,city
,,,,,,Nigeria,,,4189,,,8.28,,,11.82,,,Orshi,,,4172,,,,,,city
,,,,,,Nigeria,,,830,,,8.03,,,9.08,,,Ortech,,,6767,,,,,,city
,,,,,,Nigeria,,,830,,,7.22,,,4.48,,,Oru Alade,,,19741,,,,,,city
,,,,,,Nigeria,,,114,,,6.42,,,3.13,,,Orufo,,,136851,,,,,,city
,,,,,,Nigeria,,,137,,,6.63,,,3.77,,,Orugba,,,7655,,,,,,city
,,,,,,Nigeria,,,137,,,6.63,,,3.77,,,Orugbo,,,7655,,,,,,city
,,,,,,Nigeria,,,305,,,7.22,,,3.17,,,Orunto,,,13112,,,,,,city
,,,,,,Nigeria,,,830,,,8.03,,,9.12,,,Orvanya,,,6384,,,,,,city
,,,,,,Nigeria,,,830,,,8.05,,,8.78,,,Orwua,,,7070,,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,830,,,7.30,,,4.25,,,Osa,,,10108,,,,,,city
,,,,,,Nigeria,,,830,,,7.25,,,4.17,,,Osa,,,7327,,,,,,city
,,,,,,Nigeria,,,830,,,5.18,,,7.43,,,Osa,,,59761,,,,,,city
,,,,,,Nigeria,,,997,,,8.77,,,4.48,,,Osalakin,,,4321,,,,,,city
,,,,,,Nigeria,,,1929,,,8.02,,,5.07,,,Osan,,,46128,,,,,,city
,,,,,,Nigeria,,,124,,,6.28,,,4.88,,,Osari,,,22201,,,,,,city
,,,,,,Nigeria,,,997,,,8.55,,,4.23,,,Osarokun,,,6488,,,,,,city
,,,,,,Nigeria,,,196,,,6.68,,,3.07,,,Ose Olose,,,15000,,,,,,city
,,,,,,Nigeria,,,941,,,7.92,,,3.93,,,Osefa,,,26699,,,,,,city
,,,,,,Nigeria,,,830,,,7.38,,,4.08,,,Osegere,,,10841,,,,,,city
,,,,,,Nigeria,,,314,,,7.28,,,3.43,,,Oseko,,,2980,,,,,,city
,,,,,,Nigeria,,,830,,,8.17,,,6.78,,,Osenseni,,,7298,,,,,,city
,,,,,,Nigeria,,,170,,,6.78,,,3.45,,,Osese,,,12733,,,,,,city
,,,,,,Nigeria,,,1105,,,8.32,,,3.50,,,Oseyawo Iwaju,,,851,,,,,,city
,,,,,,Nigeria,,,1059,,,8.32,,,3.48,,,Oseyawo Lalekan,,,1613,,,,,,city
,,,,,,Nigeria,,,997,,,8.02,,,3.88,,,Oseyemi,,,13112,,,,,,city
,,,,,,Nigeria,,,830,,,7.63,,,4.07,,,Osha,,,6881,,,,,,city
,,,,,,Nigeria,,,830,,,7.55,,,3.90,,,Oshabi,,,60551,,,,,,city
,,,,,,Nigeria,,,170,,,6.78,,,3.45,,,Osheshe,,,12733,,,,,,city
,,,,,,Nigeria,,,118,,,6.48,,,2.80,,,Oshibadan,,,19646,,,,,,city
,,,,,,Nigeria,,,830,,,7.18,,,3.45,,,Oshiele,,,47759,,,,,,city
,,,,,,Nigeria,,,830,,,7.27,,,4.20,,,Osho,,,6010,,,,,,city
,,,,,,Nigeria,,,118,,,6.48,,,3.33,,,Osho,,,651726,,,,,,city
,,,,,,Nigeria,,,830,,,7.45,,,4.02,,,Oshotan,,,111101,,,,,,city
,,,,,,Nigeria,,,1135,,,8.85,,,4.05,,,Oshuko,,,5364,,,,,,city
,,,,,,Nigeria,,,265,,,7.03,,,4.07,,,Oshun,,,8551,,,,,,city
,,,,,,Nigeria,,,265,,,7.03,,,4.07,,,Oshun Budepo,,,8551,,,,,,city
,,,,,,Nigeria,,,1669,,,8.08,,,5.23,,,Osi,,,13095,,,,,,city
,,,,,,Nigeria,,,830,,,7.37,,,3.08,,,Osi Mola,,,11553,,,,,,city
,,,,,,Nigeria,,,118,,,6.48,,,2.80,,,Osibadan,,,19646,,,,,,city
,,,,,,Nigeria,,,830,,,7.18,,,3.45,,,Osiele,,,47759,,,,,,city
,,,,,,Nigeria,,,1043,,,8.83,,,4.33,,,Osigini,,,4321,,,,,,city
,,,,,,Nigeria,,,984,,,7.15,,,5.57,,,Osijogun,,,80003,,,,,,city
,,,,,,Nigeria,,,1026,,,8.52,,,4.42,,,Osikuma,,,6427,,,,,,city
,,,,,,Nigeria,,,830,,,7.33,,,4.00,,,Osin,,,200469,,,,,,city
,,,,,,Nigeria,,,830,,,7.72,,,3.48,,,Osogun,,,7437,,,,,,city
,,,,,,Nigeria,,,830,,,7.23,,,4.27,,,Osoko,,,8448,,,,,,city
,,,,,,Nigeria,,,830,,,4.80,,,6.08,,,Osokoma,,,15347,,,,,,city
,,,,,,Nigeria,,,994,,,7.80,,,4.33,,,Osolo Kilarigbe,,,42772,,,,,,city
,,,,,,Nigeria,,,830,,,7.18,,,3.93,,,Osonde,,,38551,,,,,,city
,,,,,,Nigeria,,,1230,,,8.68,,,4.12,,,Osowuelegan Iju,,,5465,,,,,,city
,,,,,,Nigeria,,,1240,,,7.90,,,4.38,,,Osu,,,56227,,,,,,city
,,,,,,Nigeria,,,830,,,7.25,,,3.73,,,Osu,,,16177,,,,,,city
,,,,,,Nigeria,,,242,,,7.13,,,2.77,,,Osubi,,,10558,,,,,,city
,,,,,,Nigeria,,,830,,,8.08,,,9.05,,,Osugh,,,6016,,,,,,city
,,,,,,Nigeria,,,830,,,7.53,,,4.05,,,Osun,,,12981,,,,,,city
,,,,,,Nigeria,,,396,,,7.02,,,3.50,,,Osun,,,12367,,,,,,city
,,,,,,Nigeria,,,830,,,7.25,,,3.98,,,Osun Aro,,,36395,,,,,,city
,,,,,,Nigeria,,,1929,,,8.02,,,5.07,,,Osun Ekiti,,,46128,,,,,,city
,,,,,,Nigeria,,,249,,,6.80,,,3.10,,,Osungboye,,,18049,,,,,,city
,,,,,,Nigeria,,,1010,,,8.68,,,4.47,,,Osunlade,,,4383,,,,,,city
,,,,,,Nigeria,,,830,,,7.47,,,4.18,,,Osunlepo,,,16441,,,,,,city
,,,,,,Nigeria,,,830,,,7.70,,,4.33,,,Osuntedo,,,12112,,,,,,city
,,,,,,Nigeria,,,830,,,5.38,,,7.38,,,Osusu,,,40685,,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,830,,,4.83,,,6.69,,,Otaba,,,28529,,,,,,city
,,,,,,Nigeria,,,1669,,,8.13,,,6.08,,,Otafun,,,5993,,,,,,city
,,,,,,Nigeria,,,990,,,8.47,,,5.03,,,Otaloro,,,4023,,,,,,city
,,,,,,Nigeria,,,990,,,8.47,,,5.03,,,Otaluro,,,4023,,,,,,city
,,,,,,Nigeria,,,1135,,,7.95,,,4.18,,,Otamakun,,,5318,,,,,,city
,,,,,,Nigeria,,,1669,,,7.82,,,4.78,,,Otan Ile,,,12694,,,,,,city
,,,,,,Nigeria,,,997,,,8.32,,,4.38,,,Ote,,,7880,,,,,,city
,,,,,,Nigeria,,,994,,,8.38,,,4.43,,,Ote Etile,,,6407,,,,,,city
,,,,,,Nigeria,,,830,,,7.53,,,4.00,,,Oteda,,,14412,,,,,,city
,,,,,,Nigeria,,,1003,,,8.15,,,3.90,,,Otefon,,,13112,,,,,,city
,,,,,,Nigeria,,,232,,,7.25,,,3.25,,,Otegbade,,,8546,,,,,,city
,,,,,,Nigeria,,,971,,,8.70,,,4.35,,,Oteleko,,,4984,,,,,,city
,,,,,,Nigeria,,,830,,,7.33,,,3.63,,,Otere,,,3381,,,,,,city
,,,,,,Nigeria,,,830,,,7.30,,,3.62,,,Otere,,,2998,,,,,,city
,,,,,,Nigeria,,,994,,,8.38,,,4.43,,,Oterere,,,6407,,,,,,city
,,,,,,Nigeria,,,997,,,8.32,,,4.38,,,Oterere,,,7880,,,,,,city
,,,,,,Nigeria,,,1013,,,7.85,,,4.05,,,Otesin,,,9632,,,,,,city
,,,,,,Nigeria,,,249,,,7.02,,,3.20,,,Oteyi,,,13112,,,,,,city
,,,,,,Nigeria,,,252,,,6.88,,,3.10,,,Oteyi,,,17601,,,,,,city
,,,,,,Nigeria,,,1062,,,7.02,,,7.60,,,Oto,,,31369,,,,,,city
,,,,,,Nigeria,,,1669,,,7.82,,,4.78,,,Oton,,,12694,,,,,,city
,,,,,,Nigeria,,,272,,,7.10,,,3.38,,,Ototo Lukoye,,,183553,,,,,,city
,,,,,,Nigeria,,,154,,,6.67,,,3.73,,,Otta,,,11407,,,,,,city
,,,,,,Nigeria,,,1207,,,8.17,,,4.48,,,Otte,,,10897,,,,,,city
,,,,,,Nigeria,,,1062,,,7.02,,,7.60,,,Otu,,,31369,,,,,,city
,,,,,,Nigeria,,,387,,,7.55,,,3.38,,,Otun,,,11042,,,,,,city
,,,,,,Nigeria,,,830,,,7.42,,,3.35,,,Otun,,,14428,,,,,,city
,,,,,,Nigeria,,,830,,,7.20,,,3.88,,,Otun,,,33863,,,,,,city
,,,,,,Nigeria,,,830,,,7.50,,,3.48,,,Otun Bale,,,11175,,,,,,city
,,,,,,Nigeria,,,226,,,6.83,,,3.55,,,Otunbakoga,,,23321,,,,,,city
,,,,,,Nigeria,,,830,,,7.58,,,3.27,,,Otunpa,,,7459,,,,,,city
,,,,,,Nigeria,,,849,,,7.88,,,3.85,,,Otunsoku,,,14496,,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,252,,,6.38,,,5.55,,,Ovah,,,192961,,,,,,city
,,,,,,Nigeria,,,830,,,5.28,,,7.42,,,Ovorji,,,34046,,,,,,city
,,,,,,Nigeria,,,164,,,5.75,,,5.90,,,Ovu,,,39655,,,,,,city
,,,,,,Nigeria,,,830,,,5.25,,,7.42,,,Ovuoku,,,30182,,,,,,city
,,,,,,Nigeria,,,45,,,5.38,,,5.83,,,Ovwakwa,,,18709,,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1748,,,8.30,,,5.10,,,Owa,,,12069,,,,,,city
,,,,,,Nigeria,,,997,,,8.25,,,5.25,,,Owa,,,7696,,,,,,city
,,,,,,Nigeria,,,1669,,,8.08,,,5.15,,,Owa,,,22397,,,,,,city
,,,,,,Nigeria,,,1669,,,8.10,,,5.25,,,Owa Atun,,,12069,,,,,,city
,,,,,,Nigeria,,,1669,,,8.10,,,5.25,,,Owa Otun,,,12069,,,,,,city
,,,,,,Nigeria,,,124,,,6.25,,,4.92,,,Oweribobo,,,22201,,,,,,city
,,,,,,Nigeria,,,830,,,5.75,,,7.12,,,Owerri,,,126475,,,,,,city
,,,,,,Nigeria,,,967,,,8.42,,,3.37,,,Owo,,,4321,,,,,,city
,,,,,,Nigeria,,,118,,,6.60,,,2.90,,,Owo,,,30633,,,,,,city
,,,,,,Nigeria,,,830,,,7.42,,,4.07,,,Owobale,,,33788,,,,,,city
,,,,,,Nigeria,,,1669,,,8.83,,,3.42,,,Owode,,,4020,,,,,,city
,,,,,,Nigeria,,,1079,,,8.80,,,3.17,,,Owode,,,3016,,,,,,city
,,,,,,Nigeria,,,1010,,,8.48,,,4.42,,,Owode,,,8461,,,,,,city
,,,,,,Nigeria,,,997,,,8.40,,,4.35,,,Owode,,,6428,,,,,,city
,,,,,,Nigeria,,,1669,,,8.38,,,5.05,,,Owode,,,5682,,,,,,city
,,,,,,Nigeria,,,1023,,,8.37,,,4.50,,,Owode,,,6546,,,,,,city
,,,,,,Nigeria,,,1131,,,8.27,,,3.58,,,Owode,,,0,,,,,,city
,,,,,,Nigeria,,,1669,,,8.17,,,4.98,,,Owode,,,12069,,,,,,city
,,,,,,Nigeria,,,1010,,,8.07,,,4.17,,,Owode,,,13538,,,,,,city
,,,,,,Nigeria,,,830,,,7.53,,,4.30,,,Owode,,,9755,,,,,,city
,,,,,,Nigeria,,,830,,,7.40,,,3.62,,,Owode,,,5628,,,,,,city
,,,,,,Nigeria,,,830,,,7.33,,,3.07,,,Owode,,,12644,,,,,,city
,,,,,,Nigeria,,,830,,,7.13,,,4.38,,,Owode,,,15461,,,,,,city
,,,,,,Nigeria,,,137,,,7.05,,,2.75,,,Owode,,,10604,,,,,,city
,,,,,,Nigeria,,,219,,,6.70,,,2.98,,,Owode,,,36190,,,,,,city
,,,,,,Nigeria,,,177,,,7.12,,,2.92,,,Owode,,,10281,,,,,,city
,,,,,,Nigeria,,,219,,,6.98,,,2.98,,,Owode,,,10297,,,,,,city
,,,,,,Nigeria,,,830,,,7.60,,,3.53,,,Owode Adegbola,,,10635,,,,,,city
,,,,,,Nigeria,,,173,,,6.40,,,4.65,,,Owode Tomoloju,,,20652,,,,,,city
,,,,,,Nigeria,,,1003,,,7.93,,,4.02,,,Owoeyo,,,13104,,,,,,city
,,,,,,Nigeria,,,269,,,7.12,,,3.68,,,Owojaw,,,13035,,,,,,city
,,,,,,Nigeria,,,269,,,7.12,,,3.68,,,Owojo,,,13035,,,,,,city
,,,,,,Nigeria,,,1026,,,8.02,,,3.82,,,Owolabi,,,13112,,,,,,city
,,,,,,Nigeria,,,118,,,6.60,,,2.83,,,Owolabi,,,41124,,,,,,city
,,,,,,Nigeria,,,1010,,,8.10,,,4.18,,,Owolake,,,55722,,,,,,city
,,,,,,Nigeria,,,830,,,7.72,,,3.28,,,Owombe,,,3169,,,,,,city
,,,,,,Nigeria,,,830,,,7.70,,,3.50,,,Owontola,,,9228,,,,,,city
,,,,,,Nigeria,,,121,,,6.65,,,2.78,,,Owotedo,,,42338,,,,,,city
,,,,,,Nigeria,,,232,,,7.03,,,3.25,,,Owowo,,,13009,,,,,,city
,,,,,,Nigeria,,,239,,,7.05,,,3.23,,,Owowo,,,13110,,,,,,city
,,,,,,Nigeria,,,232,,,7.03,,,3.25,,,Owowo Market,,,13009,,,,,,city
,,,,,,Nigeria,,,990,,,7.83,,,4.10,,,Owu,,,5364,,,,,,city
,,,,,,Nigeria,,,830,,,7.23,,,3.70,,,Owu,,,9991,,,,,,city
,,,,,,Nigeria,,,262,,,7.20,,,3.03,,,Owu,,,10500,,,,,,city
,,,,,,Nigeria,,,223,,,6.97,,,3.18,,,Owu,,,13112,,,,,,city
,,,,,,Nigeria,,,1003,,,8.07,,,4.08,,,Owula,,,6944,,,,,,city
,,,,,,Nigeria,,,830,,,7.37,,,2.95,,,Owuwu,,,10144,,,,,,city
,,,,,,Nigeria,,,374,,,7.37,,,2.93,,,Owuwukekere,,,10132,,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,830,,,7.42,,,3.70,,,Oyadina,,,9238,,,,,,city
,,,,,,Nigeria,,,830,,,7.53,,,3.73,,,Oyagbe,,,9269,,,,,,city
,,,,,,Nigeria,,,1669,,,8.05,,,4.77,,,Oyan,,,15225,,,,,,city
,,,,,,Nigeria,,,1158,,,8.53,,,4.12,,,Oyate,,,6556,,,,,,city
,,,,,,Nigeria,,,967,,,8.33,,,5.25,,,Oyate,,,4023,,,,,,city
,,,,,,Nigeria,,,360,,,7.13,,,3.38,,,Oye,,,276782,,,,,,city
,,,,,,Nigeria,,,990,,,7.80,,,4.35,,,Oyebisi,,,35944,,,,,,city
,,,,,,Nigeria,,,830,,,7.48,,,3.33,,,Oyebode,,,21266,,,,,,city
,,,,,,Nigeria,,,830,,,7.48,,,3.30,,,Oyebode,,,32911,,,,,,city
,,,,,,Nigeria,,,830,,,7.55,,,4.05,,,Oyedeji,,,11923,,,,,,city
,,,,,,Nigeria,,,830,,,7.13,,,4.03,,,Oyejobi,,,19715,,,,,,city
,,,,,,Nigeria,,,1118,,,8.10,,,4.30,,,Oyelade,,,59502,,,,,,city
,,,,,,Nigeria,,,830,,,7.20,,,4.38,,,Oyere Adedire,,,14530,,,,,,city
,,,,,,Nigeria,,,830,,,7.27,,,4.43,,,Oyere Asujo,,,16355,,,,,,city
,,,,,,Nigeria,,,830,,,7.22,,,4.40,,,Oyere Fadehan,,,15974,,,,,,city
,,,,,,Nigeria,,,830,,,7.28,,,4.42,,,Oyere Kereja,,,16038,,,,,,city
,,,,,,Nigeria,,,830,,,7.10,,,3.48,,,Oyero,,,10351,,,,,,city
,,,,,,Nigeria,,,387,,,7.55,,,3.38,,,Oyesorun,,,11042,,,,,,city
,,,,,,Nigeria,,,127,,,6.57,,,3.60,,,Oyewaw,,,16383,,,,,,city
,,,,,,Nigeria,,,127,,,6.57,,,3.60,,,Oyewo,,,16383,,,,,,city
,,,,,,Nigeria,,,997,,,8.52,,,4.82,,,Oyi Ajegunle,,,4930,,,,,,city
,,,,,,Nigeria,,,830,,,7.35,,,4.48,,,Oyo,,,16585,,,,,,city
,,,,,,Nigeria,,,830,,,7.22,,,4.23,,,Oyo,,,8015,,,,,,city
,,,,,,Nigeria,,,830,,,8.03,,,3.75,,,Oyo Ile,,,9641,,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,830,,,8.17,,,6.75,,,Ozahi,,,7044,,,,,,city
,,,,,,Nigeria,,,393,,,6.50,,,5.65,,,Ozalana,,,5880,,,,,,city
,,,,,,Nigeria,,,830,,,5.03,,,7.28,,,Ozanta,,,19200,,,,,,city
,,,,,,Nigeria,,,830,,,6.52,,,5.68,,,Ozoguo,,,5866,,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,830,,,7.55,,,4.02,,,Pabi Ekum,,,13096,,,,,,city
,,,,,,Nigeria,,,830,,,7.68,,,3.40,,,Pabiku,,,7480,,,,,,city
,,,,,,Nigeria,,,1669,,,10.02,,,6.93,,,Padambayi,,,4031,,,,,,city
,,,,,,Nigeria,,,1131,,,10.60,,,6.02,,,Pagai,,,3874,,,,,,city
,,,,,,Nigeria,,,830,,,7.47,,,4.02,,,Pagun,,,59386,,,,,,city
,,,,,,Nigeria,,,830,,,8.92,,,6.95,,,Pai,,,5811,,,,,,city
,,,,,,Nigeria,,,830,,,7.12,,,3.62,,,Paipai,,,9001,,,,,,city
,,,,,,Nigeria,,,1000,,,8.77,,,4.32,,,Paiye,,,4321,,,,,,city
,,,,,,Nigeria,,,990,,,8.60,,,4.17,,,Pajuegunmo,,,6426,,,,,,city
,,,,,,Nigeria,,,830,,,9.68,,,12.73,,,Pakim,,,4624,,,,,,city
,,,,,,Nigeria,,,830,,,9.08,,,4.83,,,Pako,,,4328,,,,,,city
